elementId,processId,activity_name,lifecycle:transition,assign_timestamp,start_timestamp,end_timestamp,case_id,resource,agent
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:33:13.058000+00:00,2019-03-29 08:29:18.661000+00:00,2019-03-29 08:31:24.686000+00:00,750,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:34:50.762000+00:00,2019-03-29 08:31:26.090000+00:00,2019-03-29 08:34:02.974000+00:00,751,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:39:21.705000+00:00,2019-03-29 08:40:31.218000+00:00,2019-03-29 08:43:06.030000+00:00,752,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:42:21.121000+00:00,2019-03-29 08:43:06.030000+00:00,2019-03-29 08:45:33.680000+00:00,753,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:49:45.893000+00:00,2019-03-29 11:26:56.987000+00:00,2019-03-29 11:29:29.300000+00:00,755,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:41:36.216000+00:00,2019-03-29 08:42:28.417000+00:00,2019-03-29 08:46:03.328000+00:00,756,Technician-000001,2
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:46:03.328000+00:00,2019-03-29 08:46:03.328000+00:00,2019-03-29 08:47:00.754000+00:00,756,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:47:00.754000+00:00,2019-03-29 11:23:28.608000+00:00,2019-03-29 11:25:43.684000+00:00,756,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:46:42.876000+00:00,2019-03-29 08:48:47.558000+00:00,2019-03-29 08:51:10.200000+00:00,757,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:22:12.765000+00:00,2019-03-29 09:25:05.628000+00:00,2019-03-29 09:27:25.545000+00:00,758,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:46:23.922000+00:00,2019-03-29 08:48:02.674000+00:00,2019-03-29 08:50:34.513000+00:00,759,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:50:34.513000+00:00,2019-03-29 08:50:34.513000+00:00,2019-03-29 08:51:36.359000+00:00,759,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:51:36.359000+00:00,2019-03-29 11:28:07.169000+00:00,2019-03-29 11:30:47.236000+00:00,759,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:49:24.780000+00:00,2019-03-29 08:51:10.200000+00:00,2019-03-29 08:53:44.130000+00:00,760,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:16:05.237000+00:00,2019-03-29 09:20:32.769000+00:00,2019-03-29 09:23:27.896000+00:00,761,Technician-000003,4
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:23:27.896000+00:00,2019-03-29 09:23:27.896000+00:00,2019-03-29 09:24:28.243000+00:00,761,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:24:28.243000+00:00,2019-03-29 11:57:29.463000+00:00,2019-03-29 11:59:51.149000+00:00,761,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:53:20.233000+00:00,2019-03-29 08:56:48.029000+00:00,2019-03-29 08:59:14.682000+00:00,762,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:59:14.682000+00:00,2019-03-29 08:59:14.682000+00:00,2019-03-29 09:00:13.288000+00:00,762,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:00:13.288000+00:00,2019-03-29 11:36:05.230000+00:00,2019-03-29 11:38:43.155000+00:00,762,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:56:29.128000+00:00,2019-03-29 09:00:28.997000+00:00,2019-03-29 09:02:59.305000+00:00,763,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:13:18.189000+00:00,2019-03-29 09:18:48.109000+00:00,2019-03-29 09:21:02.211000+00:00,764,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:16:47.057000+00:00,2019-03-29 09:21:02.211000+00:00,2019-03-29 09:23:25.966000+00:00,765,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:23:37.032000+00:00,2019-03-29 09:29:46.604000+00:00,2019-03-29 09:32:05.347000+00:00,766,Technician-000002,3
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:41:48.808000+00:00,2019-03-29 09:43:46.426000+00:00,2019-03-29 09:46:31.475000+00:00,767,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:46:31.475000+00:00,2019-03-29 09:48:10.047000+00:00,2019-03-29 09:49:05.237000+00:00,767,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:49:05.237000+00:00,2019-03-29 12:21:07.972000+00:00,2019-03-29 12:23:59.706000+00:00,767,Technician-000002,3
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:34:55.354000+00:00,2019-03-29 09:38:03.564000+00:00,2019-03-29 09:41:22.278000+00:00,768,Technician-000001,2
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:41:22.278000+00:00,2019-03-29 09:44:14.419000+00:00,2019-03-29 09:45:09.347000+00:00,768,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:45:09.347000+00:00,2019-03-29 12:16:26.701000+00:00,2019-03-29 12:18:45.979000+00:00,768,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:36:06.723000+00:00,2019-03-29 09:38:13.528000+00:00,2019-03-29 09:40:50.055000+00:00,769,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:56:10.402000+00:00,2019-03-29 10:02:52.487000+00:00,2019-03-29 10:05:14.246000+00:00,770,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 19:57:12.597000+00:00,2019-03-29 10:05:45.030000+00:00,2019-03-29 10:07:56.581000+00:00,771,Technician-000001,2
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:00:24.058000+00:00,2019-03-29 08:00:24.058000+00:00,2019-03-29 08:01:20.028000+00:00,772,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:01:20.028000+00:00,2019-03-29 10:10:56.516000+00:00,2019-03-29 10:13:30.145000+00:00,772,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:00:42.965000+00:00,2019-03-29 08:00:03.452000+00:00,2019-03-29 08:02:40.590000+00:00,773,Technician-000002,3
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:03:31.663000+00:00,2019-03-29 08:02:37.829000+00:00,2019-03-29 08:05:15.018000+00:00,774,Technician-000001,2
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:05:15.018000+00:00,2019-03-29 08:05:15.018000+00:00,2019-03-29 08:06:07.367000+00:00,774,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:06:07.367000+00:00,2019-03-29 10:16:50.637000+00:00,2019-03-29 10:19:29.409000+00:00,774,Technician-000003,4
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:09:15.889000+00:00,2019-03-29 08:04:18.178000+00:00,2019-03-29 08:06:38.085000+00:00,775,Technician-000002,3
sid-E31F3A7F-28E3-47E5-8BBF-8CF7E1C37E9C,cvs_pharmacy,Contact Doctor about refill,COMPLETE,2019-03-28 18:14:51.747000+00:00,2019-03-29 08:12:08.060000+00:00,2019-03-29 08:12:39.418000+00:00,776,Technician-000002,3
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-29 08:12:39.418000+00:00,2019-03-29 08:12:39.418000+00:00,2019-03-29 08:12:39.418000+00:00,776,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-29 08:12:39.418000+00:00,2019-03-29 10:27:35.293000+00:00,2019-03-29 10:30:11.274000+00:00,776,Technician-000003,4
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-29 08:12:39.418000+00:00,2019-03-29 08:12:39.418000+00:00,2019-03-29 08:12:39.418000+00:00,776,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 10:30:11.274000+00:00,2019-03-29 10:30:11.274000+00:00,2019-03-29 10:30:58.227000+00:00,776,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 10:30:58.227000+00:00,2019-03-29 12:55:42.978000+00:00,2019-03-29 12:58:08.238000+00:00,776,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:17:47.633000+00:00,2019-03-29 08:15:05.842000+00:00,2019-03-29 08:18:09.235000+00:00,777,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:18:09.235000+00:00,2019-03-29 08:18:09.235000+00:00,2019-03-29 08:19:18.485000+00:00,777,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:19:18.485000+00:00,2019-03-29 10:37:54.985000+00:00,2019-03-29 10:40:42.366000+00:00,777,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:28:33.065000+00:00,2019-03-29 08:25:48.781000+00:00,2019-03-29 08:28:29.084000+00:00,778,Technician-000003,4
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:28:29.084000+00:00,2019-03-29 08:28:44.553000+00:00,2019-03-29 08:29:48.415000+00:00,778,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:29:48.415000+00:00,2019-03-29 10:59:22.217000+00:00,2019-03-29 11:02:38.246000+00:00,778,Technician-000001,2
sid-376F3213-4B1D-4DAB-89CC-60F051627586,cvs_pharmacy,Resolve insurance issues manually,COMPLETE,2019-03-28 18:31:57.077000+00:00,2019-03-29 08:28:29.084000+00:00,2019-03-29 08:28:54.847000+00:00,779,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-29 08:28:54.847000+00:00,2019-03-29 10:55:16.717000+00:00,2019-03-29 10:58:26.017000+00:00,779,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 10:58:26.017000+00:00,2019-03-29 10:58:26.017000+00:00,2019-03-29 10:59:19.412000+00:00,779,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 10:59:19.412000+00:00,2019-03-29 13:22:17.535000+00:00,2019-03-29 13:24:51.666000+00:00,779,Technician-000002,3
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:33:59.760000+00:00,2019-03-29 08:31:24.686000+00:00,2019-03-29 08:34:31.728000+00:00,780,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:34:31.728000+00:00,2019-03-29 08:34:31.728000+00:00,2019-03-29 08:35:36.881000+00:00,780,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:35:36.881000+00:00,2019-03-29 11:04:17.173000+00:00,2019-03-29 11:06:49.771000+00:00,780,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:35:52.286000+00:00,2019-03-29 08:34:31.728000+00:00,2019-03-29 08:37:57.405000+00:00,781,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:37:57.405000+00:00,2019-03-29 08:38:49.750000+00:00,2019-03-29 08:39:48.960000+00:00,781,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:39:48.960000+00:00,2019-03-29 11:14:01.502000+00:00,2019-03-29 11:16:32.027000+00:00,781,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:38:20.688000+00:00,2019-03-29 08:37:57.405000+00:00,2019-03-29 08:40:31.218000+00:00,782,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 08:40:31.218000+00:00,2019-03-29 08:40:31.218000+00:00,2019-03-29 08:41:23.410000+00:00,782,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 08:41:23.410000+00:00,2019-03-29 11:17:51.249000+00:00,2019-03-29 11:20:37.959000+00:00,782,Technician-000002,3
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-28 18:43:35.422000+00:00,2019-03-29 08:45:33.680000+00:00,2019-03-29 08:48:02.674000+00:00,783,Technician-000002,3
sid-E31F3A7F-28E3-47E5-8BBF-8CF7E1C37E9C,cvs_pharmacy,Contact Doctor about refill,COMPLETE,2019-03-28 18:50:28.674000+00:00,2019-03-29 08:53:28.159000+00:00,2019-03-29 09:20:45.874000+00:00,784,Technician-000001,2
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-29 09:20:45.874000+00:00,2019-03-29 09:20:45.874000+00:00,2019-03-29 09:20:45.874000+00:00,784,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-29 09:20:45.874000+00:00,2019-03-29 11:54:46.848000+00:00,2019-03-29 11:58:32.445000+00:00,784,Technician-000002,3
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-29 09:20:45.874000+00:00,2019-03-29 09:20:45.874000+00:00,2019-03-29 09:20:45.874000+00:00,784,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 11:58:32.445000+00:00,2019-03-29 11:58:32.445000+00:00,2019-03-29 11:59:36.644000+00:00,784,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 11:59:36.644000+00:00,2019-03-29 14:25:10.871000+00:00,2019-03-29 14:27:49.022000+00:00,784,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 18:57:44.630000+00:00,2019-03-29 09:02:04.397000+00:00,2019-03-29 09:05:07.863000+00:00,785,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:05:07.863000+00:00,2019-03-29 09:05:07.863000+00:00,2019-03-29 09:06:07.696000+00:00,785,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:06:07.696000+00:00,2019-03-29 11:41:42.745000+00:00,2019-03-29 11:44:07.242000+00:00,785,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:01:09.447000+00:00,2019-03-29 09:07:36.869000+00:00,2019-03-29 09:10:48.142000+00:00,786,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:10:48.142000+00:00,2019-03-29 09:10:48.142000+00:00,2019-03-29 09:11:48.507000+00:00,786,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 11:50:01.512000+00:00,2019-03-29 14:10:16.444000+00:00,2019-03-29 14:12:55.016000+00:00,786,Technician-000002,3
sid-E31F3A7F-28E3-47E5-8BBF-8CF7E1C37E9C,cvs_pharmacy,Contact Doctor about refill,COMPLETE,2019-03-28 19:16:44.596000+00:00,2019-03-29 09:20:45.874000+00:00,2019-03-29 09:29:28.299000+00:00,787,Technician-000001,2
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-29 09:29:28.299000+00:00,2019-03-29 09:29:28.299000+00:00,2019-03-29 09:29:28.299000+00:00,787,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-29 09:29:28.299000+00:00,2019-03-29 11:59:51.149000+00:00,2019-03-29 12:02:39.679000+00:00,787,Technician-000003,4
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-29 09:29:28.299000+00:00,2019-03-29 09:29:28.299000+00:00,2019-03-29 09:29:28.299000+00:00,787,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 12:02:39.679000+00:00,2019-03-29 12:02:39.679000+00:00,2019-03-29 12:03:40.092000+00:00,787,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 12:03:40.092000+00:00,2019-03-29 14:29:27.601000+00:00,2019-03-29 14:31:52.313000+00:00,787,Technician-000002,3
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:21:06.918000+00:00,2019-03-29 09:24:56.913000+00:00,2019-03-29 09:28:27.001000+00:00,788,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:28:27.001000+00:00,2019-03-29 09:28:27.001000+00:00,2019-03-29 09:29:34.638000+00:00,788,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 09:29:34.638000+00:00,2019-03-29 12:01:03.573000+00:00,2019-03-29 12:03:32.300000+00:00,788,Technician-000002,3
sid-376F3213-4B1D-4DAB-89CC-60F051627586,cvs_pharmacy,Resolve insurance issues manually,COMPLETE,2019-03-28 19:26:34.581000+00:00,2019-03-29 09:31:02.530000+00:00,2019-03-29 09:38:03.564000+00:00,789,Technician-000001,2
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-29 09:38:03.564000+00:00,2019-03-29 12:06:32.374000+00:00,2019-03-29 12:09:24.816000+00:00,789,Technician-000001,2
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 12:09:24.816000+00:00,2019-03-29 12:09:24.816000+00:00,2019-03-29 12:10:29.468000+00:00,789,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-29 12:10:29.468000+00:00,2019-03-29 14:36:07.062000+00:00,2019-03-29 14:38:28.732000+00:00,789,Technician-000003,4
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-28 19:28:58.668000+00:00,2019-03-29 09:32:05.347000+00:00,2019-03-29 09:35:31.698000+00:00,790,Technician-000002,3
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-29 09:35:31.698000+00:00,2019-03-29 09:37:10.496000+00:00,2019-03-29 09:38:08.141000+00:00,790,Pharmacist-000001,0
