elementId,processId,activity_name,lifecycle:transition,assign_timestamp,start_timestamp,end_timestamp,case_id,resource,agent
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:12:57.912000+00:00,2,Technician-000001,2
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2019-03-25 08:09:43.513000+00:00,2,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:12:57.912000+00:00,2019-03-25 08:12:57.912000+00:00,2019-03-25 08:14:03.473000+00:00,2,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:14:03.473000+00:00,2019-03-25 08:15:52.639000+00:00,2019-03-25 08:18:24.399000+00:00,2,Technician-000003,4
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:11:41.484000+00:00,2019-03-25 08:11:41.484000+00:00,2019-03-25 08:13:14.655000+00:00,3,Technician-000003,4
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:13:14.655000+00:00,2019-03-25 08:13:39.098000+00:00,2019-03-25 08:15:53.946000+00:00,3,Technician-000002,3
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:15:53.946000+00:00,3,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:15:53.946000+00:00,3,Pharmacy System-000001,1
sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,cvs_pharmacy,Resolve DUR manually,COMPLETE,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:24:09.618000+00:00,3,Pharmacist-000001,0
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:24:09.618000+00:00,2019-03-25 08:24:09.618000+00:00,2019-03-25 08:27:06.479000+00:00,3,Technician-000008,9
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:24:09.618000+00:00,2019-03-25 08:24:09.618000+00:00,2019-03-25 08:24:09.618000+00:00,3,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:27:06.479000+00:00,2019-03-25 08:27:36.941000+00:00,2019-03-25 08:28:35.958000+00:00,3,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:28:35.958000+00:00,2019-03-25 08:30:36.004000+00:00,2019-03-25 08:33:05.603000+00:00,3,Technician-000008,9
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:12:04.825000+00:00,2019-03-25 08:12:04.825000+00:00,2019-03-25 08:13:39.098000+00:00,4,Technician-000008,9
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:13:39.098000+00:00,2019-03-25 08:14:28.756000+00:00,2019-03-25 08:16:54.778000+00:00,4,Technician-000008,9
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:16:54.778000+00:00,4,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:16:54.778000+00:00,4,Pharmacy System-000001,1
sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,cvs_pharmacy,Resolve DUR manually,COMPLETE,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:24:09.618000+00:00,2019-03-25 08:25:42.260000+00:00,4,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:25:42.260000+00:00,2019-03-25 08:25:42.260000+00:00,2019-03-25 08:28:46.784000+00:00,4,Technician-000006,7
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:25:42.260000+00:00,2019-03-25 08:25:42.260000+00:00,2019-03-25 08:25:42.260000+00:00,4,Pharmacy System-000001,1
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:12:41.988000+00:00,2019-03-25 08:12:57.912000+00:00,2019-03-25 08:14:28.756000+00:00,5,Technician-000006,7
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:14:28.756000+00:00,2019-03-25 08:15:53.946000+00:00,2019-03-25 08:18:09.299000+00:00,5,Technician-000002,3
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,5,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,5,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:21:15.341000+00:00,5,Technician-000004,5
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,2019-03-25 08:18:09.299000+00:00,5,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:21:15.341000+00:00,2019-03-25 08:25:42.260000+00:00,2019-03-25 08:26:40.004000+00:00,5,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:26:40.004000+00:00,2019-03-25 08:27:06.479000+00:00,2019-03-25 08:29:33.267000+00:00,5,Technician-000007,8
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:16:32.112000+00:00,2019-03-25 08:16:54.778000+00:00,2019-03-25 08:18:22.788000+00:00,6,Technician-000001,2
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:18:22.788000+00:00,2019-03-25 08:18:22.788000+00:00,2019-03-25 08:20:42.928000+00:00,6,Technician-000008,9
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,6,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,6,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:21:15.341000+00:00,2019-03-25 08:24:22.385000+00:00,6,Technician-000008,9
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:20:42.928000+00:00,6,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:24:22.385000+00:00,2019-03-25 08:26:42.930000+00:00,2019-03-25 08:27:36.941000+00:00,6,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:27:36.941000+00:00,2019-03-25 08:29:33.267000+00:00,2019-03-25 08:31:58.818000+00:00,6,Technician-000001,2
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:19:06.811000+00:00,2019-03-25 08:19:06.811000+00:00,2019-03-25 08:20:23.543000+00:00,7,Technician-000003,4
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:20:23.543000+00:00,2019-03-25 08:20:42.928000+00:00,2019-03-25 08:23:17.067000+00:00,7,Technician-000007,8
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:23:17.067000+00:00,2019-03-25 08:23:17.067000+00:00,2019-03-25 08:23:17.067000+00:00,7,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:23:17.067000+00:00,2019-03-25 08:23:17.067000+00:00,2019-03-25 08:23:17.067000+00:00,7,Pharmacy System-000001,1
sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,cvs_pharmacy,Resolve DUR manually,COMPLETE,2019-03-25 08:23:17.067000+00:00,2019-03-25 08:26:40.004000+00:00,2019-03-25 08:26:42.930000+00:00,7,Pharmacist-000001,0
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:26:42.930000+00:00,2019-03-25 08:27:42.717000+00:00,2019-03-25 08:30:36.004000+00:00,7,Technician-000002,3
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:26:42.930000+00:00,2019-03-25 08:26:42.930000+00:00,2019-03-25 08:26:42.930000+00:00,7,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:30:36.004000+00:00,2019-03-25 08:30:36.004000+00:00,2019-03-25 08:31:29.402000+00:00,7,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:31:29.402000+00:00,2019-03-25 08:34:29.930000+00:00,2019-03-25 08:37:29.948000+00:00,7,Technician-000004,5
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:19:16.554000+00:00,2019-03-25 08:20:23.543000+00:00,2019-03-25 08:21:56.931000+00:00,8,Technician-000003,4
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:21:56.931000+00:00,2019-03-25 08:21:56.931000+00:00,2019-03-25 08:24:28.624000+00:00,8,Technician-000003,4
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,8,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,8,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:27:42.717000+00:00,8,Technician-000002,3
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,2019-03-25 08:24:28.624000+00:00,8,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:27:42.717000+00:00,2019-03-25 08:28:35.958000+00:00,2019-03-25 08:29:30.468000+00:00,8,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:29:30.468000+00:00,2019-03-25 08:31:58.818000+00:00,2019-03-25 08:34:29.930000+00:00,8,Technician-000007,8
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:27:08.757000+00:00,2019-03-25 08:28:46.784000+00:00,2019-03-25 08:30:06.953000+00:00,9,Technician-000007,8
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:30:06.953000+00:00,2019-03-25 08:32:47.993000+00:00,2019-03-25 08:35:06.411000+00:00,9,Technician-000004,5
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,9,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,9,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:36:42.490000+00:00,2019-03-25 08:39:44.812000+00:00,9,Technician-000003,4
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:35:06.411000+00:00,9,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:39:44.812000+00:00,2019-03-25 08:39:44.812000+00:00,2019-03-25 08:40:53.752000+00:00,9,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:40:53.752000+00:00,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:43:45.559000+00:00,9,Technician-000008,9
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:27:49.182000+00:00,2019-03-25 08:30:06.953000+00:00,2019-03-25 08:31:23.402000+00:00,10,Technician-000003,4
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:31:23.402000+00:00,2019-03-25 08:33:05.603000+00:00,2019-03-25 08:35:51.070000+00:00,10,Technician-000007,8
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:35:51.070000+00:00,10,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:35:51.070000+00:00,10,Pharmacy System-000001,1
sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,cvs_pharmacy,Resolve DUR manually,COMPLETE,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:36:04.295000+00:00,10,Pharmacist-000001,0
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:36:04.295000+00:00,2019-03-25 08:37:29.948000+00:00,2019-03-25 08:40:35.342000+00:00,10,Technician-000001,2
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:36:04.295000+00:00,2019-03-25 08:36:04.295000+00:00,2019-03-25 08:36:04.295000+00:00,10,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:40:35.342000+00:00,2019-03-25 08:40:53.752000+00:00,2019-03-25 08:41:52.685000+00:00,10,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:41:52.685000+00:00,2019-03-25 08:43:45.559000+00:00,2019-03-25 08:45:52.658000+00:00,10,Technician-000002,3
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:29:25.690000+00:00,2019-03-25 08:31:23.402000+00:00,2019-03-25 08:32:47.993000+00:00,11,Technician-000003,4
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:32:47.993000+00:00,2019-03-25 08:35:51.070000+00:00,2019-03-25 08:38:06.854000+00:00,11,Technician-000008,9
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:38:06.854000+00:00,2019-03-25 08:38:06.854000+00:00,2019-03-25 08:38:06.854000+00:00,11,Pharmacy System-000001,1
sid-E31F3A7F-28E3-47E5-8BBF-8CF7E1C37E9C,cvs_pharmacy,Contact Doctor about refill,COMPLETE,2019-03-25 08:38:06.854000+00:00,2019-03-25 08:39:44.812000+00:00,2019-03-25 08:51:56.380000+00:00,11,Technician-000004,5
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:51:56.380000+00:00,2019-03-25 08:51:56.380000+00:00,2019-03-25 08:51:56.380000+00:00,11,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:51:56.380000+00:00,2019-03-25 08:55:42.927000+00:00,2019-03-25 08:58:43.460000+00:00,11,Technician-000004,5
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:51:56.380000+00:00,2019-03-25 08:51:56.380000+00:00,2019-03-25 08:51:56.380000+00:00,11,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:58:43.460000+00:00,2019-03-25 08:58:43.460000+00:00,2019-03-25 08:59:40.648000+00:00,11,Pharmacist-000001,0
sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,cvs_pharmacy,Pick-up,COMPLETE,2019-03-25 08:59:40.648000+00:00,2019-03-25 09:03:13.863000+00:00,2019-03-25 09:05:15.756000+00:00,11,Technician-000008,9
sid-B116665C-63B7-4D81-A47A-358CE898E122,cvs_pharmacy,Process drop-off,COMPLETE,2019-03-25 08:32:14.983000+00:00,2019-03-25 08:35:06.411000+00:00,2019-03-25 08:36:42.490000+00:00,12,Technician-000007,8
sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,cvs_pharmacy,Enter prescription details,COMPLETE,2019-03-25 08:36:42.490000+00:00,2019-03-25 08:39:23.396000+00:00,2019-03-25 08:41:34.418000+00:00,12,Technician-000007,8
sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,cvs_pharmacy,Check if refill is allowed,COMPLETE,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,12,Pharmacy System-000001,1
sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,cvs_pharmacy,Check DUR,COMPLETE,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,12,Pharmacy System-000001,1
sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,cvs_pharmacy,Pack the drugs (Production),COMPLETE,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:43:28.524000+00:00,2019-03-25 08:46:05.842000+00:00,12,Technician-000001,2
sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,cvs_pharmacy,Check Insurance,COMPLETE,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,2019-03-25 08:41:34.418000+00:00,12,Pharmacy System-000001,1
sid-18F562AE-0F3A-489F-8660-38E177904BB0,cvs_pharmacy,Check for Quality Assurance,COMPLETE,2019-03-25 08:46:05.842000+00:00,2019-03-25 08:46:05.842000+00:00,2019-03-25 08:47:04.599000+00:00,12,Pharmacist-000001,0
