Unnamed: 0,elementId,activity_name,lifecycle:transition,start_timestamp,end_timestamp,case_id,resource,agent
123,173844_A_ACTIVATED_123,A_ACTIVATED,COMPLETE,2011-10-11 14:57:01.618000+00:00,2011-10-11 14:57:01.618000+00:00,173844,AG,6
124,173844_W_Valideren aanvraag_124,W_Valideren aanvraag,COMPLETE,2011-10-11 14:41:27.726000+00:00,2011-10-11 14:57:09.495000+00:00,173844,AG,6
212,173982_A_CANCELLED_212,A_CANCELLED,COMPLETE,2011-10-10 17:27:02.781000+00:00,2011-10-10 17:27:02.781000+00:00,173982,BL,37
213,173982_O_CANCELLED_213,O_CANCELLED,COMPLETE,2011-10-10 17:27:02.781000+00:00,2011-10-10 17:27:02.781000+00:00,173982,BL,37
214,173982_W_Nabellen offertes_214,W_Nabellen offertes,COMPLETE,2011-10-10 17:25:16.891000+00:00,2011-10-10 17:27:04.732000+00:00,173982,BL,37
243,174018_W_Nabellen offertes_243,W_Nabellen offertes,COMPLETE,2011-10-10 17:32:29.111000+00:00,2011-10-10 17:35:08.752000+00:00,174018,BL,37
244,174018_O_CANCELLED_244,O_CANCELLED,COMPLETE,2011-10-17 11:35:04.381000+00:00,2011-10-17 11:35:04.381000+00:00,174018,AS,18
245,174018_A_CANCELLED_245,A_CANCELLED,COMPLETE,2011-10-17 11:35:04.381000+00:00,2011-10-17 11:35:04.381000+00:00,174018,AS,18
246,174018_W_Nabellen offertes_246,W_Nabellen offertes,COMPLETE,2011-10-17 11:34:34.483000+00:00,2011-10-17 11:35:07.156000+00:00,174018,AS,18
390,174180_W_Nabellen offertes_390,W_Nabellen offertes,COMPLETE,2011-10-10 19:04:26.852000+00:00,2011-10-10 19:21:21.211000+00:00,174180,BL,37
391,174180_W_Nabellen offertes_391,W_Nabellen offertes,COMPLETE,2011-10-10 20:07:04.526000+00:00,2011-10-10 20:07:56.907000+00:00,174180,BL,37
392,174180_A_CANCELLED_392,A_CANCELLED,COMPLETE,2011-10-14 10:03:43.703000+00:00,2011-10-14 10:03:43.703000+00:00,174180,BT,45
393,174180_O_CANCELLED_393,O_CANCELLED,COMPLETE,2011-10-14 10:03:43.703000+00:00,2011-10-14 10:03:43.703000+00:00,174180,BT,45
394,174180_W_Nabellen offertes_394,W_Nabellen offertes,COMPLETE,2011-10-14 10:00:53.011000+00:00,2011-10-14 10:03:46.462000+00:00,174180,BT,45
450,174231_O_CANCELLED_450,O_CANCELLED,COMPLETE,2011-10-11 20:43:59.970000+00:00,2011-10-11 20:43:59.970000+00:00,174231,BL,37
451,174231_A_CANCELLED_451,A_CANCELLED,COMPLETE,2011-10-11 20:43:59.970000+00:00,2011-10-11 20:43:59.970000+00:00,174231,BL,37
452,174231_W_Nabellen offertes_452,W_Nabellen offertes,COMPLETE,2011-10-11 20:42:17.828000+00:00,2011-10-11 20:44:01.663000+00:00,174231,BL,37
514,174382_O_SENT_BACK_514,O_SENT_BACK,COMPLETE,2011-10-10 12:59:24.052000+00:00,2011-10-10 12:59:24.052000+00:00,174382,AP,15
515,174382_W_Nabellen offertes_515,W_Nabellen offertes,COMPLETE,2011-10-10 12:58:53.681000+00:00,2011-10-10 12:59:26.345000+00:00,174382,AP,15
516,174382_W_Valideren aanvraag_516,W_Valideren aanvraag,COMPLETE,2011-10-11 12:45:47.014000+00:00,2011-10-11 14:10:39.515000+00:00,174382,AC,2
517,174382_W_Valideren aanvraag_517,W_Valideren aanvraag,COMPLETE,2011-10-11 14:11:06.585000+00:00,2011-10-11 14:46:22.169000+00:00,174382,AC,2
518,174382_W_Nabellen incomplete dossiers_518,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 15:53:47.581000+00:00,2011-10-11 15:53:48.873000+00:00,174382,AO,14
519,174382_W_Nabellen incomplete dossiers_519,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 16:08:54.872000+00:00,2011-10-11 16:08:56.027000+00:00,174382,AO,14
520,174382_W_Nabellen incomplete dossiers_520,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 16:27:26.677000+00:00,2011-10-11 16:27:28.974000+00:00,174382,AO,14
521,174382_W_Nabellen incomplete dossiers_521,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 16:32:27.554000+00:00,2011-10-11 16:32:28.717000+00:00,174382,AO,14
522,174382_W_Nabellen incomplete dossiers_522,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 16:40:15.632000+00:00,2011-10-11 16:48:02.360000+00:00,174382,AO,14
523,174382_W_Nabellen incomplete dossiers_523,W_Nabellen incomplete dossiers,COMPLETE,2011-10-11 16:55:27.919000+00:00,2011-10-11 16:58:40.008000+00:00,174382,BP,41
524,174382_W_Nabellen incomplete dossiers_524,W_Nabellen incomplete dossiers,COMPLETE,2011-10-12 09:21:44.353000+00:00,2011-10-12 09:22:57.888000+00:00,174382,AP,15
525,174382_O_SELECTED_525,O_SELECTED,COMPLETE,2011-10-12 10:07:32.157000+00:00,2011-10-12 10:07:32.157000+00:00,174382,AC,2
526,174382_O_CANCELLED_526,O_CANCELLED,COMPLETE,2011-10-12 10:07:32.157000+00:00,2011-10-12 10:07:32.157000+00:00,174382,AC,2
527,174382_O_CREATED_527,O_CREATED,COMPLETE,2011-10-12 10:08:19.698000+00:00,2011-10-12 10:08:19.698000+00:00,174382,AC,2
528,174382_O_SENT_528,O_SENT,COMPLETE,2011-10-12 10:08:19.730000+00:00,2011-10-12 10:08:19.730000+00:00,174382,AC,2
529,174382_W_Valideren aanvraag_529,W_Valideren aanvraag,COMPLETE,2011-10-12 10:02:13.963000+00:00,2011-10-12 10:08:21.170000+00:00,174382,AC,2
530,174382_W_Nabellen incomplete dossiers_530,W_Nabellen incomplete dossiers,COMPLETE,2011-10-12 10:08:31.112000+00:00,2011-10-12 10:09:07.302000+00:00,174382,AC,2
531,174382_O_ACCEPTED_531,O_ACCEPTED,COMPLETE,2011-10-12 10:10:05.683000+00:00,2011-10-12 10:10:05.683000+00:00,174382,AC,2
532,174382_A_REGISTERED_532,A_REGISTERED,COMPLETE,2011-10-12 10:10:05.683000+00:00,2011-10-12 10:10:05.683000+00:00,174382,AC,2
533,174382_A_APPROVED_533,A_APPROVED,COMPLETE,2011-10-12 10:10:05.683000+00:00,2011-10-12 10:10:05.683000+00:00,174382,AC,2
534,174382_A_ACTIVATED_534,A_ACTIVATED,COMPLETE,2011-10-12 10:10:05.683000+00:00,2011-10-12 10:10:05.683000+00:00,174382,AC,2
535,174382_W_Nabellen incomplete dossiers_535,W_Nabellen incomplete dossiers,COMPLETE,2011-10-12 10:09:26.557000+00:00,2011-10-12 10:10:12.888000+00:00,174382,AC,2
545,174385_O_SENT_BACK_545,O_SENT_BACK,COMPLETE,2011-10-10 10:43:35.942000+00:00,2011-10-10 10:43:35.942000+00:00,174385,BJ,35
546,174385_W_Nabellen offertes_546,W_Nabellen offertes,COMPLETE,2011-10-10 10:42:35.321000+00:00,2011-10-10 10:43:37.930000+00:00,174385,BJ,35
547,174385_W_Valideren aanvraag_547,W_Valideren aanvraag,COMPLETE,2011-10-12 08:53:24.810000+00:00,2011-10-12 08:59:10.014000+00:00,174385,AG,6
548,174385_O_ACCEPTED_548,O_ACCEPTED,COMPLETE,2011-10-12 09:12:14.143000+00:00,2011-10-12 09:12:14.143000+00:00,174385,AG,6
549,174385_A_APPROVED_549,A_APPROVED,COMPLETE,2011-10-12 09:12:14.143000+00:00,2011-10-12 09:12:14.143000+00:00,174385,AG,6
550,174385_A_REGISTERED_550,A_REGISTERED,COMPLETE,2011-10-12 09:12:14.144000+00:00,2011-10-12 09:12:14.144000+00:00,174385,AG,6
551,174385_A_ACTIVATED_551,A_ACTIVATED,COMPLETE,2011-10-12 09:12:14.144000+00:00,2011-10-12 09:12:14.144000+00:00,174385,AG,6
552,174385_W_Valideren aanvraag_552,W_Valideren aanvraag,COMPLETE,2011-10-12 08:59:28.499000+00:00,2011-10-12 09:12:20.713000+00:00,174385,AG,6
565,174394_O_SENT_BACK_565,O_SENT_BACK,COMPLETE,2011-10-10 13:13:12.041000+00:00,2011-10-10 13:13:12.041000+00:00,174394,AP,15
566,174394_W_Nabellen offertes_566,W_Nabellen offertes,COMPLETE,2011-10-10 13:13:03.649000+00:00,2011-10-10 13:13:13.479000+00:00,174394,AP,15
567,174394_A_DECLINED_567,A_DECLINED,COMPLETE,2011-10-13 08:48:03.729000+00:00,2011-10-13 08:48:03.729000+00:00,174394,AF,5
568,174394_O_DECLINED_568,O_DECLINED,COMPLETE,2011-10-13 08:48:03.729000+00:00,2011-10-13 08:48:03.729000+00:00,174394,AF,5
569,174394_W_Valideren aanvraag_569,W_Valideren aanvraag,COMPLETE,2011-10-13 08:38:49.205000+00:00,2011-10-13 08:48:10.389000+00:00,174394,AF,5
649,174505_W_Nabellen offertes_649,W_Nabellen offertes,COMPLETE,2011-10-11 20:52:08.447000+00:00,2011-10-11 20:55:02.761000+00:00,174505,BR,43
650,174505_O_SENT_BACK_650,O_SENT_BACK,COMPLETE,2011-10-12 10:13:56.066000+00:00,2011-10-12 10:13:56.066000+00:00,174505,AP,15
651,174505_W_Nabellen offertes_651,W_Nabellen offertes,COMPLETE,2011-10-12 10:13:47.467000+00:00,2011-10-12 10:13:57.827000+00:00,174505,AP,15
652,174505_W_Valideren aanvraag_652,W_Valideren aanvraag,COMPLETE,2011-10-17 14:55:56.456000+00:00,2011-10-17 15:07:50.304000+00:00,174505,AG,6
653,174505_O_ACCEPTED_653,O_ACCEPTED,COMPLETE,2011-10-17 15:19:47.139000+00:00,2011-10-17 15:19:47.139000+00:00,174505,AG,6
654,174505_A_REGISTERED_654,A_REGISTERED,COMPLETE,2011-10-17 15:19:47.139000+00:00,2011-10-17 15:19:47.139000+00:00,174505,AG,6
655,174505_A_APPROVED_655,A_APPROVED,COMPLETE,2011-10-17 15:19:47.139000+00:00,2011-10-17 15:19:47.139000+00:00,174505,AG,6
656,174505_A_ACTIVATED_656,A_ACTIVATED,COMPLETE,2011-10-17 15:19:47.139000+00:00,2011-10-17 15:19:47.139000+00:00,174505,AG,6
657,174505_W_Valideren aanvraag_657,W_Valideren aanvraag,COMPLETE,2011-10-17 15:07:56.194000+00:00,2011-10-17 15:19:54.309000+00:00,174505,AG,6
818,174758_W_Valideren aanvraag_818,W_Valideren aanvraag,COMPLETE,2011-10-07 12:57:30.722000+00:00,2011-10-07 12:59:03.436000+00:00,174758,AQ,16
819,174758_W_Valideren aanvraag_819,W_Valideren aanvraag,COMPLETE,2011-10-07 13:09:57.340000+00:00,2011-10-07 13:11:47.412000+00:00,174758,BO,40
820,174758_W_Nabellen incomplete dossiers_820,W_Nabellen incomplete dossiers,COMPLETE,2011-10-07 13:12:01.719000+00:00,2011-10-07 13:13:45.456000+00:00,174758,BO,40
821,174758_W_Nabellen incomplete dossiers_821,W_Nabellen incomplete dossiers,COMPLETE,2011-10-14 09:13:20.662000+00:00,2011-10-14 09:14:04.755000+00:00,174758,BI,34
823,174758_W_Nabellen incomplete dossiers_823,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 09:11:45.585000+00:00,2011-10-18 09:12:05.668000+00:00,174758,BJ,35
824,174758_W_Valideren aanvraag_824,W_Valideren aanvraag,COMPLETE,2011-10-24 14:21:19.364000+00:00,2011-10-24 14:48:45.517000+00:00,174758,AC,2
825,174758_O_ACCEPTED_825,O_ACCEPTED,COMPLETE,2011-10-24 15:13:43.407000+00:00,2011-10-24 15:13:43.407000+00:00,174758,AC,2
826,174758_A_REGISTERED_826,A_REGISTERED,COMPLETE,2011-10-24 15:13:43.407000+00:00,2011-10-24 15:13:43.407000+00:00,174758,AC,2
827,174758_A_ACTIVATED_827,A_ACTIVATED,COMPLETE,2011-10-24 15:13:43.407000+00:00,2011-10-24 15:13:43.407000+00:00,174758,AC,2
828,174758_A_APPROVED_828,A_APPROVED,COMPLETE,2011-10-24 15:13:43.407000+00:00,2011-10-24 15:13:43.407000+00:00,174758,AC,2
829,174758_W_Valideren aanvraag_829,W_Valideren aanvraag,COMPLETE,2011-10-24 15:04:07.333000+00:00,2011-10-24 15:13:51.416000+00:00,174758,AC,2
846,174761_O_SENT_BACK_846,O_SENT_BACK,COMPLETE,2011-10-11 09:48:19.255000+00:00,2011-10-11 09:48:19.255000+00:00,174761,BJ,35
847,174761_W_Nabellen offertes_847,W_Nabellen offertes,COMPLETE,2011-10-11 09:47:47.027000+00:00,2011-10-11 09:48:20.927000+00:00,174761,BJ,35
848,174761_O_CANCELLED_848,O_CANCELLED,COMPLETE,2011-10-14 14:07:32.476000+00:00,2011-10-14 14:07:32.476000+00:00,174761,AC,2
849,174761_O_SELECTED_849,O_SELECTED,COMPLETE,2011-10-14 14:07:32.476000+00:00,2011-10-14 14:07:32.476000+00:00,174761,AC,2
850,174761_O_CREATED_850,O_CREATED,COMPLETE,2011-10-14 14:07:33.854000+00:00,2011-10-14 14:07:33.854000+00:00,174761,AC,2
851,174761_O_SENT_851,O_SENT,COMPLETE,2011-10-14 14:07:33.890000+00:00,2011-10-14 14:07:33.890000+00:00,174761,AC,2
852,174761_W_Valideren aanvraag_852,W_Valideren aanvraag,COMPLETE,2011-10-14 13:53:50.666000+00:00,2011-10-14 14:07:36.194000+00:00,174761,AC,2
853,174761_A_APPROVED_853,A_APPROVED,COMPLETE,2011-10-14 14:10:01.681000+00:00,2011-10-14 14:10:01.681000+00:00,174761,AC,2
854,174761_O_ACCEPTED_854,O_ACCEPTED,COMPLETE,2011-10-14 14:10:01.681000+00:00,2011-10-14 14:10:01.681000+00:00,174761,AC,2
855,174761_A_ACTIVATED_855,A_ACTIVATED,COMPLETE,2011-10-14 14:10:01.682000+00:00,2011-10-14 14:10:01.682000+00:00,174761,AC,2
856,174761_A_REGISTERED_856,A_REGISTERED,COMPLETE,2011-10-14 14:10:01.682000+00:00,2011-10-14 14:10:01.682000+00:00,174761,AC,2
857,174761_W_Nabellen incomplete dossiers_857,W_Nabellen incomplete dossiers,COMPLETE,2011-10-14 14:08:58.453000+00:00,2011-10-14 14:10:11.829000+00:00,174761,AC,2
941,174947_A_CANCELLED_941,A_CANCELLED,COMPLETE,2011-10-13 13:03:10.328000+00:00,2011-10-13 13:03:10.328000+00:00,174947,AQ,16
942,174947_O_CANCELLED_942,O_CANCELLED,COMPLETE,2011-10-13 13:03:10.328000+00:00,2011-10-13 13:03:10.328000+00:00,174947,AQ,16
943,174947_W_Nabellen offertes_943,W_Nabellen offertes,COMPLETE,2011-10-13 12:58:57.986000+00:00,2011-10-13 13:03:12.294000+00:00,174947,AQ,16
960,174953_O_SENT_BACK_960,O_SENT_BACK,COMPLETE,2011-10-10 10:19:37.898000+00:00,2011-10-10 10:19:37.898000+00:00,174953,BJ,35
961,174953_W_Nabellen offertes_961,W_Nabellen offertes,COMPLETE,2011-10-10 10:19:18.382000+00:00,2011-10-10 10:19:39.377000+00:00,174953,BJ,35
962,174953_O_ACCEPTED_962,O_ACCEPTED,COMPLETE,2011-10-12 10:39:57.662000+00:00,2011-10-12 10:39:57.662000+00:00,174953,AC,2
963,174953_A_APPROVED_963,A_APPROVED,COMPLETE,2011-10-12 10:39:57.662000+00:00,2011-10-12 10:39:57.662000+00:00,174953,AC,2
964,174953_A_REGISTERED_964,A_REGISTERED,COMPLETE,2011-10-12 10:39:57.662000+00:00,2011-10-12 10:39:57.662000+00:00,174953,AC,2
965,174953_A_ACTIVATED_965,A_ACTIVATED,COMPLETE,2011-10-12 10:39:57.663000+00:00,2011-10-12 10:39:57.663000+00:00,174953,AC,2
966,174953_W_Valideren aanvraag_966,W_Valideren aanvraag,COMPLETE,2011-10-12 10:21:26.938000+00:00,2011-10-12 10:40:04.253000+00:00,174953,AC,2
992,174985_A_CANCELLED_992,A_CANCELLED,COMPLETE,2011-10-13 13:08:40.379000+00:00,2011-10-13 13:08:40.379000+00:00,174985,AQ,16
993,174985_O_CANCELLED_993,O_CANCELLED,COMPLETE,2011-10-13 13:08:40.379000+00:00,2011-10-13 13:08:40.379000+00:00,174985,AQ,16
994,174985_W_Nabellen offertes_994,W_Nabellen offertes,COMPLETE,2011-10-13 13:04:52.847000+00:00,2011-10-13 13:08:42.461000+00:00,174985,AQ,16
1011,175000_W_Beoordelen fraude_1011,W_Beoordelen fraude,COMPLETE,2011-10-07 09:51:00.688000+00:00,2011-10-07 09:51:04.246000+00:00,175000,CF,57
1012,175000_A_DECLINED_1012,A_DECLINED,COMPLETE,2011-10-10 10:43:39.791000+00:00,2011-10-10 10:43:39.791000+00:00,175000,AD,3
1013,175000_W_Beoordelen fraude_1013,W_Beoordelen fraude,COMPLETE,2011-10-10 10:43:33.070000+00:00,2011-10-10 10:43:43.613000+00:00,175000,AD,3
1038,175027_O_SENT_BACK_1038,O_SENT_BACK,COMPLETE,2011-10-10 10:26:13.208000+00:00,2011-10-10 10:26:13.208000+00:00,175027,BJ,35
1039,175027_W_Nabellen offertes_1039,W_Nabellen offertes,COMPLETE,2011-10-10 10:24:37.549000+00:00,2011-10-10 10:26:15.835000+00:00,175027,BJ,35
1040,175027_W_Valideren aanvraag_1040,W_Valideren aanvraag,COMPLETE,2011-10-11 13:51:26.622000+00:00,2011-10-11 14:20:15.650000+00:00,175027,BJ,35
1041,175027_W_Valideren aanvraag_1041,W_Valideren aanvraag,COMPLETE,2011-10-11 16:07:20.472000+00:00,2011-10-11 16:07:29.162000+00:00,175027,BJ,35
1042,175027_W_Valideren aanvraag_1042,W_Valideren aanvraag,COMPLETE,2011-10-12 08:50:53.979000+00:00,2011-10-12 08:52:48.635000+00:00,175027,AG,6
1043,175027_W_Beoordelen fraude_1043,W_Beoordelen fraude,COMPLETE,2011-10-12 08:57:32.766000+00:00,2011-10-12 08:57:46.832000+00:00,175027,AJ,9
1044,175027_W_Valideren aanvraag_1044,W_Valideren aanvraag,COMPLETE,2011-10-12 08:59:16.415000+00:00,2011-10-12 08:59:23.274000+00:00,175027,AG,6
1045,175027_O_ACCEPTED_1045,O_ACCEPTED,COMPLETE,2011-10-12 09:30:12.591000+00:00,2011-10-12 09:30:12.591000+00:00,175027,AG,6
1046,175027_A_ACTIVATED_1046,A_ACTIVATED,COMPLETE,2011-10-12 09:30:12.592000+00:00,2011-10-12 09:30:12.592000+00:00,175027,AG,6
1047,175027_A_REGISTERED_1047,A_REGISTERED,COMPLETE,2011-10-12 09:30:12.592000+00:00,2011-10-12 09:30:12.592000+00:00,175027,AG,6
1048,175027_A_APPROVED_1048,A_APPROVED,COMPLETE,2011-10-12 09:30:12.592000+00:00,2011-10-12 09:30:12.592000+00:00,175027,AG,6
1049,175027_W_Valideren aanvraag_1049,W_Valideren aanvraag,COMPLETE,2011-10-12 09:13:08.896000+00:00,2011-10-12 09:30:18.351000+00:00,175027,AG,6
1077,175054_W_Nabellen offertes_1077,W_Nabellen offertes,COMPLETE,2011-10-13 13:15:22.924000+00:00,2011-10-13 13:18:00.040000+00:00,175054,AQ,16
1078,175054_W_Nabellen offertes_1078,W_Nabellen offertes,COMPLETE,2011-10-21 18:39:02.080000+00:00,2011-10-21 18:39:11.481000+00:00,175054,BU,46
1079,175054_W_Nabellen offertes_1079,W_Nabellen offertes,COMPLETE,2011-10-21 19:18:26.084000+00:00,2011-10-21 19:18:40.774000+00:00,175054,AF,5
1162,175156_A_DECLINED_1162,A_DECLINED,COMPLETE,2011-10-07 09:03:33.798000+00:00,2011-10-07 09:03:33.798000+00:00,175156,BH,33
1163,175156_W_Afhandelen leads_1163,W_Afhandelen leads,COMPLETE,2011-10-07 08:59:51.372000+00:00,2011-10-07 09:03:36.896000+00:00,175156,BH,33
1177,175186_A_PREACCEPTED_1177,A_PREACCEPTED,COMPLETE,2011-10-07 09:09:51.311000+00:00,2011-10-07 09:09:51.311000+00:00,175186,BH,33
1178,175186_W_Afhandelen leads_1178,W_Afhandelen leads,COMPLETE,2011-10-07 09:08:56.905000+00:00,2011-10-07 09:09:52.526000+00:00,175186,BH,33
1179,175186_A_DECLINED_1179,A_DECLINED,COMPLETE,2011-10-07 10:31:10.115000+00:00,2011-10-07 10:31:10.115000+00:00,175186,BT,45
1180,175186_W_Completeren aanvraag_1180,W_Completeren aanvraag,COMPLETE,2011-10-07 10:22:43.688000+00:00,2011-10-07 10:31:14.046000+00:00,175186,BT,45
1183,175189_A_PREACCEPTED_1183,A_PREACCEPTED,COMPLETE,2011-10-07 09:11:55.256000+00:00,2011-10-07 09:11:55.256000+00:00,175189,BH,33
1184,175189_W_Afhandelen leads_1184,W_Afhandelen leads,COMPLETE,2011-10-07 09:09:56.937000+00:00,2011-10-07 09:11:56.191000+00:00,175189,BH,33
1185,175189_W_Completeren aanvraag_1185,W_Completeren aanvraag,COMPLETE,2011-10-07 11:38:51.420000+00:00,2011-10-07 11:46:58.351000+00:00,175189,BT,45
1186,175189_A_DECLINED_1186,A_DECLINED,COMPLETE,2011-10-07 11:50:21.207000+00:00,2011-10-07 11:50:21.207000+00:00,175189,BT,45
1187,175189_W_Completeren aanvraag_1187,W_Completeren aanvraag,COMPLETE,2011-10-07 11:47:13.774000+00:00,2011-10-07 11:50:24.063000+00:00,175189,BT,45
1190,175201_A_DECLINED_1190,A_DECLINED,COMPLETE,2011-10-07 09:12:59.556000+00:00,2011-10-07 09:12:59.556000+00:00,175201,BH,33
1191,175201_W_Afhandelen leads_1191,W_Afhandelen leads,COMPLETE,2011-10-07 09:12:02.159000+00:00,2011-10-07 09:13:03.469000+00:00,175201,BH,33
1195,175219_A_ACCEPTED_1195,A_ACCEPTED,COMPLETE,2011-10-07 09:51:15.427000+00:00,2011-10-07 09:51:15.427000+00:00,175219,BT,45
1196,175219_W_Completeren aanvraag_1196,W_Completeren aanvraag,COMPLETE,2011-10-07 09:43:59.369000+00:00,2011-10-07 10:00:09.192000+00:00,175219,BT,45
1197,175219_A_CANCELLED_1197,A_CANCELLED,COMPLETE,2011-10-10 09:46:13.708000+00:00,2011-10-10 09:46:13.708000+00:00,175219,BI,34
1198,175219_W_Completeren aanvraag_1198,W_Completeren aanvraag,COMPLETE,2011-10-10 09:42:41.895000+00:00,2011-10-10 09:46:15.929000+00:00,175219,BI,34
1202,175225_A_SUBMITTED_1202,A_SUBMITTED,COMPLETE,2011-10-07 00:20:41.816000+00:00,2011-10-07 00:20:41.816000+00:00,175225,AA,0
1203,175225_A_PARTLYSUBMITTED_1203,A_PARTLYSUBMITTED,COMPLETE,2011-10-07 00:20:42.323000+00:00,2011-10-07 00:20:42.323000+00:00,175225,AA,0
1204,175225_A_DECLINED_1204,A_DECLINED,COMPLETE,2011-10-07 09:36:46.231000+00:00,2011-10-07 09:36:46.231000+00:00,175225,AQ,16
1205,175225_W_Afhandelen leads_1205,W_Afhandelen leads,COMPLETE,2011-10-07 09:31:18.962000+00:00,2011-10-07 09:36:49.135000+00:00,175225,AQ,16
1206,175228_A_SUBMITTED_1206,A_SUBMITTED,COMPLETE,2011-10-07 00:47:38.392000+00:00,2011-10-07 00:47:38.392000+00:00,175228,AA,0
1207,175228_A_PARTLYSUBMITTED_1207,A_PARTLYSUBMITTED,COMPLETE,2011-10-07 00:47:39.228000+00:00,2011-10-07 00:47:39.228000+00:00,175228,AA,0
1208,175228_A_DECLINED_1208,A_DECLINED,COMPLETE,2011-10-07 09:31:10.189000+00:00,2011-10-07 09:31:10.189000+00:00,175228,AQ,16
1209,175228_W_Afhandelen leads_1209,W_Afhandelen leads,COMPLETE,2011-10-07 09:18:05.333000+00:00,2011-10-07 09:31:13.558000+00:00,175228,AQ,16
1210,175242_A_SUBMITTED_1210,A_SUBMITTED,COMPLETE,2011-10-07 07:54:26.374000+00:00,2011-10-07 07:54:26.374000+00:00,175242,AA,0
1211,175242_A_PARTLYSUBMITTED_1211,A_PARTLYSUBMITTED,COMPLETE,2011-10-07 07:54:26.528000+00:00,2011-10-07 07:54:26.528000+00:00,175242,AA,0
1212,175242_A_DECLINED_1212,A_DECLINED,COMPLETE,2011-10-07 07:54:58.569000+00:00,2011-10-07 07:54:58.569000+00:00,175242,AA,0
1213,175245_A_SUBMITTED_1213,A_SUBMITTED,COMPLETE,2011-10-07 09:02:16.189000+00:00,2011-10-07 09:02:16.189000+00:00,175245,AA,0
1214,175245_A_PARTLYSUBMITTED_1214,A_PARTLYSUBMITTED,COMPLETE,2011-10-07 09:02:16.355000+00:00,2011-10-07 09:02:16.355000+00:00,175245,AA,0
1215,175245_A_DECLINED_1215,A_DECLINED,COMPLETE,2011-10-07 09:38:45.098000+00:00,2011-10-07 09:38:45.098000+00:00,175245,BH,33
1216,175245_W_Afhandelen leads_1216,W_Afhandelen leads,COMPLETE,2011-10-07 09:36:44.459000+00:00,2011-10-07 09:38:48.098000+00:00,175245,BH,33
1217,175251_A_SUBMITTED_1217,A_SUBMITTED,COMPLETE,2011-10-07 09:22:24.750000+00:00,2011-10-07 09:22:24.750000+00:00,175251,AA,0
1218,175251_A_PARTLYSUBMITTED_1218,A_PARTLYSUBMITTED,COMPLETE,2011-10-07 09:22:25.177000+00:00,2011-10-07 09:22:25.177000+00:00,175251,AA,0
1219,175251_A_PREACCEPTED_1219,A_PREACCEPTED,COMPLETE,2011-10-07 09:23:11.054000+00:00,2011-10-07 09:23:11.054000+00:00,175251,AA,0
