Unnamed: 0,elementId,activity_name,lifecycle:transition,start_timestamp,end_timestamp,case_id,resource,agent
71,173799_W_Completeren aanvraag_71,W_Completeren aanvraag,COMPLETE,2011-10-04 18:13:53.217000+00:00,2011-10-04 18:15:07.660000+00:00,173799,BM,38
72,173799_W_Completeren aanvraag_72,W_Completeren aanvraag,COMPLETE,2011-10-04 18:15:29.745000+00:00,2011-10-04 18:15:39.598000+00:00,173799,BC,28
73,173799_A_DECLINED_73,A_DECLINED,COMPLETE,2011-10-04 18:30:26.808000+00:00,2011-10-04 18:30:26.808000+00:00,173799,BM,38
74,173799_W_Completeren aanvraag_74,W_Completeren aanvraag,COMPLETE,2011-10-04 18:28:27.183000+00:00,2011-10-04 18:30:30.080000+00:00,173799,BM,38
75,173808_A_SUBMITTED_75,A_SUBMITTED,COMPLETE,2011-10-01 21:24:58.958000+00:00,2011-10-01 21:24:58.958000+00:00,173808,AA,0
76,173808_A_PARTLYSUBMITTED_76,A_PARTLYSUBMITTED,COMPLETE,2011-10-01 21:24:59.087000+00:00,2011-10-01 21:24:59.087000+00:00,173808,AA,0
77,173808_A_DECLINED_77,A_DECLINED,COMPLETE,2011-10-01 21:25:39.809000+00:00,2011-10-01 21:25:39.809000+00:00,173808,AA,0
78,173817_A_SUBMITTED_78,A_SUBMITTED,COMPLETE,2011-10-02 00:57:28.742000+00:00,2011-10-02 00:57:28.742000+00:00,173817,AA,0
79,173817_A_PARTLYSUBMITTED_79,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 00:57:29.391000+00:00,2011-10-02 00:57:29.391000+00:00,173817,AA,0
80,173817_A_PREACCEPTED_80,A_PREACCEPTED,COMPLETE,2011-10-02 00:58:15.879000+00:00,2011-10-02 00:58:15.879000+00:00,173817,AA,0
81,173817_A_ACCEPTED_81,A_ACCEPTED,COMPLETE,2011-10-03 09:44:01.660000+00:00,2011-10-03 09:44:01.660000+00:00,173817,BQ,42
82,173817_O_SELECTED_82,O_SELECTED,COMPLETE,2011-10-03 09:52:38.282000+00:00,2011-10-03 09:52:38.282000+00:00,173817,BQ,42
83,173817_A_FINALIZED_83,A_FINALIZED,COMPLETE,2011-10-03 09:52:38.283000+00:00,2011-10-03 09:52:38.283000+00:00,173817,BQ,42
84,173817_O_CREATED_84,O_CREATED,COMPLETE,2011-10-03 09:52:39.285000+00:00,2011-10-03 09:52:39.285000+00:00,173817,BQ,42
85,173817_O_SENT_85,O_SENT,COMPLETE,2011-10-03 09:52:39.309000+00:00,2011-10-03 09:52:39.309000+00:00,173817,BQ,42
86,173817_W_Completeren aanvraag_86,W_Completeren aanvraag,COMPLETE,2011-10-03 09:38:06.302000+00:00,2011-10-03 09:52:40.656000+00:00,173817,BQ,42
87,173817_O_SELECTED_87,O_SELECTED,COMPLETE,2011-10-03 09:53:26.256000+00:00,2011-10-03 09:53:26.256000+00:00,173817,BQ,42
88,173817_O_CANCELLED_88,O_CANCELLED,COMPLETE,2011-10-03 09:53:26.256000+00:00,2011-10-03 09:53:26.256000+00:00,173817,BQ,42
89,173817_O_CREATED_89,O_CREATED,COMPLETE,2011-10-03 09:53:27.636000+00:00,2011-10-03 09:53:27.636000+00:00,173817,BQ,42
90,173817_O_SENT_90,O_SENT,COMPLETE,2011-10-03 09:53:27.660000+00:00,2011-10-03 09:53:27.660000+00:00,173817,BQ,42
91,173817_W_Nabellen offertes_91,W_Nabellen offertes,COMPLETE,2011-10-03 09:52:54.092000+00:00,2011-10-03 09:53:29.200000+00:00,173817,BQ,42
92,173817_W_Nabellen offertes_92,W_Nabellen offertes,COMPLETE,2011-10-03 09:53:41.840000+00:00,2011-10-03 09:54:32.455000+00:00,173817,BQ,42
93,173817_O_SENT_BACK_93,O_SENT_BACK,COMPLETE,2011-10-07 13:23:32.793000+00:00,2011-10-07 13:23:32.793000+00:00,173817,AP,15
94,173817_W_Nabellen offertes_94,W_Nabellen offertes,COMPLETE,2011-10-07 13:23:20.979000+00:00,2011-10-07 13:23:34.131000+00:00,173817,AP,15
95,173817_O_DECLINED_95,O_DECLINED,COMPLETE,2011-10-11 09:15:45.243000+00:00,2011-10-11 09:15:45.243000+00:00,173817,AF,5
96,173817_A_DECLINED_96,A_DECLINED,COMPLETE,2011-10-11 09:15:45.243000+00:00,2011-10-11 09:15:45.243000+00:00,173817,AF,5
97,173817_W_Valideren aanvraag_97,W_Valideren aanvraag,COMPLETE,2011-10-11 09:00:57.125000+00:00,2011-10-11 09:15:48.288000+00:00,173817,AF,5
98,173820_A_SUBMITTED_98,A_SUBMITTED,COMPLETE,2011-10-02 01:39:06.969000+00:00,2011-10-02 01:39:06.969000+00:00,173820,AA,0
99,173820_A_PARTLYSUBMITTED_99,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 01:39:07.143000+00:00,2011-10-02 01:39:07.143000+00:00,173820,AA,0
100,173820_A_DECLINED_100,A_DECLINED,COMPLETE,2011-10-02 01:39:50.227000+00:00,2011-10-02 01:39:50.227000+00:00,173820,AA,0
101,173832_A_SUBMITTED_101,A_SUBMITTED,COMPLETE,2011-10-02 09:54:39.910000+00:00,2011-10-02 09:54:39.910000+00:00,173832,AA,0
102,173832_A_PARTLYSUBMITTED_102,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 09:54:40.096000+00:00,2011-10-02 09:54:40.096000+00:00,173832,AA,0
103,173832_A_DECLINED_103,A_DECLINED,COMPLETE,2011-10-02 09:55:24.609000+00:00,2011-10-02 09:55:24.609000+00:00,173832,AA,0
104,173838_A_SUBMITTED_104,A_SUBMITTED,COMPLETE,2011-10-02 10:52:41.359000+00:00,2011-10-02 10:52:41.359000+00:00,173838,AA,0
105,173838_A_PARTLYSUBMITTED_105,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 10:52:41.449000+00:00,2011-10-02 10:52:41.449000+00:00,173838,AA,0
106,173838_A_DECLINED_106,A_DECLINED,COMPLETE,2011-10-02 10:53:22.928000+00:00,2011-10-02 10:53:22.928000+00:00,173838,AA,0
107,173844_A_SUBMITTED_107,A_SUBMITTED,COMPLETE,2011-10-02 11:03:26.715000+00:00,2011-10-02 11:03:26.715000+00:00,173844,AA,0
108,173844_A_PARTLYSUBMITTED_108,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:03:26.880000+00:00,2011-10-02 11:03:26.880000+00:00,173844,AA,0
109,173844_A_PREACCEPTED_109,A_PREACCEPTED,COMPLETE,2011-10-02 11:04:15.143000+00:00,2011-10-02 11:04:15.143000+00:00,173844,AA,0
110,173844_W_Completeren aanvraag_110,W_Completeren aanvraag,COMPLETE,2011-10-03 10:09:35.321000+00:00,2011-10-03 10:11:17.113000+00:00,173844,BQ,42
111,173844_W_Completeren aanvraag_111,W_Completeren aanvraag,COMPLETE,2011-10-03 13:07:28.583000+00:00,2011-10-03 13:15:40.436000+00:00,173844,BT,45
112,173844_A_ACCEPTED_112,A_ACCEPTED,COMPLETE,2011-10-03 13:15:57.387000+00:00,2011-10-03 13:15:57.387000+00:00,173844,BT,45
113,173844_A_FINALIZED_113,A_FINALIZED,COMPLETE,2011-10-03 13:19:45.999000+00:00,2011-10-03 13:19:45.999000+00:00,173844,BT,45
114,173844_O_SELECTED_114,O_SELECTED,COMPLETE,2011-10-03 13:19:45.999000+00:00,2011-10-03 13:19:45.999000+00:00,173844,BT,45
115,173844_O_CREATED_115,O_CREATED,COMPLETE,2011-10-03 13:19:47.043000+00:00,2011-10-03 13:19:47.043000+00:00,173844,BT,45
116,173844_O_SENT_116,O_SENT,COMPLETE,2011-10-03 13:19:47.073000+00:00,2011-10-03 13:19:47.073000+00:00,173844,BT,45
117,173844_W_Completeren aanvraag_117,W_Completeren aanvraag,COMPLETE,2011-10-03 13:15:45.736000+00:00,2011-10-03 13:19:48.498000+00:00,173844,BT,45
118,173844_O_SENT_BACK_118,O_SENT_BACK,COMPLETE,2011-10-10 10:17:48.189000+00:00,2011-10-10 10:17:48.189000+00:00,173844,BJ,35
119,173844_W_Nabellen offertes_119,W_Nabellen offertes,COMPLETE,2011-10-10 10:17:24.272000+00:00,2011-10-10 10:17:49.568000+00:00,173844,BJ,35
120,173844_O_ACCEPTED_120,O_ACCEPTED,COMPLETE,2011-10-11 14:57:01.617000+00:00,2011-10-11 14:57:01.617000+00:00,173844,AG,6
121,173844_A_APPROVED_121,A_APPROVED,COMPLETE,2011-10-11 14:57:01.617000+00:00,2011-10-11 14:57:01.617000+00:00,173844,AG,6
122,173844_A_REGISTERED_122,A_REGISTERED,COMPLETE,2011-10-11 14:57:01.618000+00:00,2011-10-11 14:57:01.618000+00:00,173844,AG,6
123,173844_A_ACTIVATED_123,A_ACTIVATED,COMPLETE,2011-10-11 14:57:01.618000+00:00,2011-10-11 14:57:01.618000+00:00,173844,AG,6
124,173844_W_Valideren aanvraag_124,W_Valideren aanvraag,COMPLETE,2011-10-11 14:41:27.726000+00:00,2011-10-11 14:57:09.495000+00:00,173844,AG,6
125,173850_A_SUBMITTED_125,A_SUBMITTED,COMPLETE,2011-10-02 11:30:23.255000+00:00,2011-10-02 11:30:23.255000+00:00,173850,AA,0
126,173850_A_PARTLYSUBMITTED_126,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:30:23.480000+00:00,2011-10-02 11:30:23.480000+00:00,173850,AA,0
127,173850_A_DECLINED_127,A_DECLINED,COMPLETE,2011-10-02 11:31:03.048000+00:00,2011-10-02 11:31:03.048000+00:00,173850,AA,0
128,173853_A_SUBMITTED_128,A_SUBMITTED,COMPLETE,2011-10-02 11:33:24.421000+00:00,2011-10-02 11:33:24.421000+00:00,173853,AA,0
129,173853_A_PARTLYSUBMITTED_129,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:33:24.513000+00:00,2011-10-02 11:33:24.513000+00:00,173853,AA,0
130,173853_A_DECLINED_130,A_DECLINED,COMPLETE,2011-10-02 11:33:58.511000+00:00,2011-10-02 11:33:58.511000+00:00,173853,AA,0
131,173856_A_SUBMITTED_131,A_SUBMITTED,COMPLETE,2011-10-02 11:45:33.566000+00:00,2011-10-02 11:45:33.566000+00:00,173856,AA,0
132,173856_A_PARTLYSUBMITTED_132,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:45:33.735000+00:00,2011-10-02 11:45:33.735000+00:00,173856,AA,0
133,173856_W_Afhandelen leads_133,W_Afhandelen leads,COMPLETE,2011-10-03 09:23:32.683000+00:00,2011-10-03 09:23:52.840000+00:00,173856,BE,30
134,173856_A_DECLINED_134,A_DECLINED,COMPLETE,2011-10-03 09:26:32.970000+00:00,2011-10-03 09:26:32.970000+00:00,173856,BE,30
135,173856_W_Afhandelen leads_135,W_Afhandelen leads,COMPLETE,2011-10-03 09:23:56.192000+00:00,2011-10-03 09:26:39.266000+00:00,173856,BE,30
136,173862_A_SUBMITTED_136,A_SUBMITTED,COMPLETE,2011-10-02 12:04:39.114000+00:00,2011-10-02 12:04:39.114000+00:00,173862,AA,0
137,173862_A_PARTLYSUBMITTED_137,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 12:04:39.282000+00:00,2011-10-02 12:04:39.282000+00:00,173862,AA,0
138,173862_A_DECLINED_138,A_DECLINED,COMPLETE,2011-10-03 09:30:06.421000+00:00,2011-10-03 09:30:06.421000+00:00,173862,BE,30
139,173862_W_Afhandelen leads_139,W_Afhandelen leads,COMPLETE,2011-10-03 09:28:48.453000+00:00,2011-10-03 09:30:10.505000+00:00,173862,BE,30
140,173865_A_SUBMITTED_140,A_SUBMITTED,COMPLETE,2011-10-02 12:17:02.798000+00:00,2011-10-02 12:17:02.798000+00:00,173865,AA,0
141,173865_A_PARTLYSUBMITTED_141,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 12:17:02.889000+00:00,2011-10-02 12:17:02.889000+00:00,173865,AA,0
142,173865_A_DECLINED_142,A_DECLINED,COMPLETE,2011-10-02 12:17:48.233000+00:00,2011-10-02 12:17:48.233000+00:00,173865,AA,0
143,173874_A_SUBMITTED_143,A_SUBMITTED,COMPLETE,2011-10-02 13:10:37.309000+00:00,2011-10-02 13:10:37.309000+00:00,173874,AA,0
144,173874_A_PARTLYSUBMITTED_144,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 13:10:37.753000+00:00,2011-10-02 13:10:37.753000+00:00,173874,AA,0
145,173874_A_DECLINED_145,A_DECLINED,COMPLETE,2011-10-02 13:10:40.672000+00:00,2011-10-02 13:10:40.672000+00:00,173874,AA,0
146,173877_A_SUBMITTED_146,A_SUBMITTED,COMPLETE,2011-10-02 13:21:47.147000+00:00,2011-10-02 13:21:47.147000+00:00,173877,AA,0
147,173877_A_PARTLYSUBMITTED_147,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 13:21:47.225000+00:00,2011-10-02 13:21:47.225000+00:00,173877,AA,0
148,173877_A_DECLINED_148,A_DECLINED,COMPLETE,2011-10-02 13:22:28.724000+00:00,2011-10-02 13:22:28.724000+00:00,173877,AA,0
149,173883_A_SUBMITTED_149,A_SUBMITTED,COMPLETE,2011-10-02 13:46:35.860000+00:00,2011-10-02 13:46:35.860000+00:00,173883,AA,0
150,173883_A_PARTLYSUBMITTED_150,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 13:46:36.033000+00:00,2011-10-02 13:46:36.033000+00:00,173883,AA,0
151,173883_A_DECLINED_151,A_DECLINED,COMPLETE,2011-10-02 13:46:38.055000+00:00,2011-10-02 13:46:38.055000+00:00,173883,AA,0
152,173886_A_SUBMITTED_152,A_SUBMITTED,COMPLETE,2011-10-02 13:52:34.123000+00:00,2011-10-02 13:52:34.123000+00:00,173886,AA,0
153,173886_A_PARTLYSUBMITTED_153,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 13:52:34.218000+00:00,2011-10-02 13:52:34.218000+00:00,173886,AA,0
154,173886_A_DECLINED_154,A_DECLINED,COMPLETE,2011-10-02 13:53:12.968000+00:00,2011-10-02 13:53:12.968000+00:00,173886,AA,0
155,173889_A_SUBMITTED_155,A_SUBMITTED,COMPLETE,2011-10-02 14:42:12.094000+00:00,2011-10-02 14:42:12.094000+00:00,173889,AA,0
156,173889_A_PARTLYSUBMITTED_156,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:42:14.078000+00:00,2011-10-02 14:42:14.078000+00:00,173889,AA,0
157,173889_A_DECLINED_157,A_DECLINED,COMPLETE,2011-10-03 09:36:30.650000+00:00,2011-10-03 09:36:30.650000+00:00,173889,BE,30
158,173889_W_Afhandelen leads_158,W_Afhandelen leads,COMPLETE,2011-10-03 09:33:51.963000+00:00,2011-10-03 09:36:33.795000+00:00,173889,BE,30
159,173892_A_SUBMITTED_159,A_SUBMITTED,COMPLETE,2011-10-02 14:53:44.931000+00:00,2011-10-02 14:53:44.931000+00:00,173892,AA,0
160,173892_A_PARTLYSUBMITTED_160,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:53:45.320000+00:00,2011-10-02 14:53:45.320000+00:00,173892,AA,0
161,173892_A_DECLINED_161,A_DECLINED,COMPLETE,2011-10-02 14:54:21.542000+00:00,2011-10-02 14:54:21.542000+00:00,173892,AA,0
162,173895_A_SUBMITTED_162,A_SUBMITTED,COMPLETE,2011-10-02 16:03:10.035000+00:00,2011-10-02 16:03:10.035000+00:00,173895,AA,0
163,173895_A_PARTLYSUBMITTED_163,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 16:03:10.190000+00:00,2011-10-02 16:03:10.190000+00:00,173895,AA,0
164,173895_A_DECLINED_164,A_DECLINED,COMPLETE,2011-10-02 16:03:50.333000+00:00,2011-10-02 16:03:50.333000+00:00,173895,AA,0
165,173901_A_SUBMITTED_165,A_SUBMITTED,COMPLETE,2011-10-02 16:12:08.647000+00:00,2011-10-02 16:12:08.647000+00:00,173901,AA,0
